loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status,timestamp
22200,60 months,7.93,444.1,A,10+ years,OWN,104477.0,Not Verified,debt_consolidation,21.04,0,737,26.17,Fully Paid,2026-03-14 09:00:00
13800,60 months,13.54,296.89,B,6 years,MORTGAGE,53462.0,Verified,home_improvement,19.57,0,732,39.1,Fully Paid,2026-04-16 18:00:00
17700,36 months,18.32,594.85,D,4 years,MORTGAGE,63671.0,Source Verified,debt_consolidation,12.28,0,697,89.63,Fully Paid,2026-05-23 03:00:00
5100,36 months,18.08,174.5,C,3 years,MORTGAGE,96500.0,Verified,credit_card,9.95,0,704,38.83,Fully Paid,2026-05-01 23:00:00
4600,36 months,9.63,146.56,B,< 1 year,RENT,58260.0,Source Verified,debt_consolidation,11.6,0,716,40.07,Fully Paid,2026-03-09 05:00:00
9900,36 months,20.92,345.23,E,1 year,MORTGAGE,45788.0,Not Verified,home_improvement,18.02,0,675,106.63,Fully Paid,2026-05-19 12:00:00
13700,36 months,21.76,483.41,D,10+ years,MORTGAGE,96894.0,Not Verified,debt_consolidation,15.78,0,690,64.53,Charged Off,2026-05-21 23:00:00
20100,36 months,6.64,608.21,A,10+ years,RENT,25875.0,Not Verified,credit_card,39.8,0,724,67.43,Fully Paid,2026-03-22 19:00:00
8600,60 months,11.82,171.59,B,7 years,RENT,43631.0,Source Verified,debt_consolidation,24.65,0,771,49.8,Charged Off,2026-05-05 01:00:00
6200,36 months,8.59,190.28,A,10+ years,OWN,53350.0,Source Verified,debt_consolidation,5.37,0,744,31.77,Fully Paid,2026-03-30 17:00:00
7900,36 months,12.81,252.36,B,2 years,RENT,53898.0,Source Verified,credit_card,29.36,0,701,17.17,Fully Paid,2026-04-26 14:00:00
31200,60 months,12.0,655.26,B,5 years,MORTGAGE,55810.0,Not Verified,credit_card,17.45,1,721,22.83,Fully Paid,2026-04-12 18:00:00
5800,36 months,22.0,208.23,D,9 years,RENT,81250.0,Verified,credit_card,23.27,0,668,83.5,Fully Paid,2026-05-05 04:00:00
11700,36 months,16.22,381.49,C,3 years,OWN,41162.0,Verified,debt_consolidation,24.19,0,710,93.63,Charged Off,2026-05-20 19:00:00
8200,36 months,18.3,279.46,C,3 years,MORTGAGE,53138.0,Not Verified,debt_consolidation,31.72,0,686,39.4,Fully Paid,2026-05-08 09:00:00
9900,36 months,12.53,305.82,B,10+ years,MORTGAGE,60588.0,Not Verified,car,17.85,0,739,101.53,Fully Paid,2026-05-19 08:00:00
9200,60 months,16.51,200.08,B,8 years,RENT,64133.0,Source Verified,credit_card,25.64,0,722,70.63,Fully Paid,2026-05-20 06:00:00
17500,36 months,13.69,591.25,C,4 years,RENT,51406.0,Source Verified,debt_consolidation,8.9,0,704,55.77,Fully Paid,2026-03-11 18:00:00
5200,36 months,11.81,168.55,B,10+ years,MORTGAGE,36094.0,Verified,debt_consolidation,13.24,1,709,35.2,Fully Paid,2026-03-27 11:00:00
6100,36 months,13.43,195.2,C,1 year,RENT,55833.0,Verified,debt_consolidation,12.59,0,703,80.43,Fully Paid,2026-04-29 03:00:00
12800,36 months,9.57,389.81,B,1 year,MORTGAGE,60304.0,Source Verified,other,20.58,0,753,81.67,Fully Paid,2026-04-22 21:00:00
10500,36 months,6.39,321.29,A,2 years,MORTGAGE,169400.0,Verified,debt_consolidation,16.11,0,740,39.0,Fully Paid,2026-03-04 00:00:00
8400,60 months,10.51,178.52,B,6 years,MORTGAGE,58554.0,Verified,debt_consolidation,7.88,0,729,69.27,Fully Paid,2026-03-14 07:00:00
3300,60 months,15.31,73.92,C,,MORTGAGE,32725.0,Not Verified,credit_card,6.9,0,697,46.0,Fully Paid,2026-04-14 01:00:00
7500,60 months,14.21,161.99,C,< 1 year,MORTGAGE,64575.0,Not Verified,debt_consolidation,25.6,1,711,65.27,Fully Paid,2026-04-21 14:00:00
4600,36 months,10.92,148.26,B,2 years,MORTGAGE,51462.0,Not Verified,debt_consolidation,17.48,0,710,57.93,Fully Paid,2026-03-17 17:00:00
22900,36 months,8.67,714.12,A,10+ years,MORTGAGE,46575.0,Not Verified,credit_card,34.79,2,735,48.73,Fully Paid,2026-03-22 08:00:00
8700,36 months,21.57,328.09,E,,MORTGAGE,147952.0,Verified,debt_consolidation,14.89,0,683,80.37,Fully Paid,2026-03-15 14:00:00
22300,36 months,10.36,692.24,B,4 years,RENT,31412.0,Verified,credit_card,21.05,0,743,80.0,Fully Paid,2026-04-16 12:00:00
6800,36 months,12.29,226.8,B,8 years,RENT,67000.0,Verified,credit_card,23.28,0,698,27.9,Fully Paid,2026-03-03 02:00:00
12900,36 months,23.43,482.24,E,< 1 year,RENT,88462.0,Source Verified,other,7.03,0,673,94.1,Charged Off,2026-04-18 07:00:00
13400,36 months,9.12,411.43,A,,RENT,66650.0,Not Verified,debt_consolidation,25.97,0,745,44.83,Fully Paid,2026-04-09 10:00:00
18600,60 months,13.57,405.06,B,1 year,RENT,75608.0,Verified,debt_consolidation,25.8,0,703,80.53,Fully Paid,2026-04-11 22:00:00
23700,36 months,12.16,744.42,A,10+ years,MORTGAGE,45333.0,Not Verified,debt_consolidation,9.5,0,750,85.63,Fully Paid,2026-04-29 12:00:00
5600,36 months,16.48,189.98,C,4 years,MORTGAGE,91000.0,Source Verified,debt_consolidation,14.79,0,694,36.8,Fully Paid,2026-04-19 23:00:00
11600,36 months,17.43,393.26,C,9 years,RENT,46333.0,Verified,debt_consolidation,15.29,1,691,26.53,Fully Paid,2026-05-02 15:00:00
31100,36 months,19.28,1074.74,C,2 years,RENT,117162.0,Not Verified,debt_consolidation,6.0,0,719,64.4,Fully Paid,2026-05-05 13:00:00
10300,36 months,17.24,340.83,C,10+ years,MORTGAGE,63979.0,Not Verified,debt_consolidation,19.84,0,684,44.23,Charged Off,2026-05-23 01:00:00
15100,36 months,13.03,476.88,B,10+ years,RENT,25188.0,Verified,debt_consolidation,11.26,0,730,36.2,Fully Paid,2026-05-06 00:00:00
6000,36 months,14.01,196.46,B,1 year,MORTGAGE,26512.0,Source Verified,debt_consolidation,7.24,0,709,68.7,Fully Paid,2026-04-15 10:00:00
12600,36 months,16.3,429.42,C,10+ years,MORTGAGE,33325.0,Not Verified,debt_consolidation,20.36,0,721,39.83,Fully Paid,2026-04-07 18:00:00
18400,36 months,14.34,622.99,C,1 year,MORTGAGE,130429.0,Not Verified,home_improvement,11.86,0,692,32.03,Fully Paid,2026-03-20 18:00:00
19800,60 months,14.79,433.37,B,7 years,MORTGAGE,106600.0,Not Verified,credit_card,15.77,1,714,20.17,Fully Paid,2026-04-21 20:00:00
15800,36 months,16.44,555.01,D,3 years,OWN,65800.0,Verified,debt_consolidation,23.14,2,664,14.47,Charged Off,2026-03-13 11:00:00
22000,36 months,26.02,823.44,E,8 years,RENT,68604.0,Not Verified,debt_consolidation,26.94,0,677,76.33,Charged Off,2026-05-22 01:00:00
3700,36 months,17.39,123.58,C,9 years,MORTGAGE,55575.0,Verified,debt_consolidation,14.04,0,698,97.37,Fully Paid,2026-05-16 06:00:00
19500,60 months,9.84,408.01,B,8 years,MORTGAGE,133460.0,Verified,major_purchase,9.52,0,713,56.37,Fully Paid,2026-03-15 22:00:00
13700,36 months,28.75,539.29,F,< 1 year,OWN,44688.0,Verified,debt_consolidation,5.84,2,690,64.5,Fully Paid,2026-05-04 01:00:00
19900,36 months,13.64,671.85,C,10+ years,MORTGAGE,51406.0,Source Verified,credit_card,14.01,0,712,13.57,Fully Paid,2026-03-15 22:00:00
6700,36 months,22.08,242.49,D,2 years,RENT,53667.0,Verified,credit_card,8.65,0,683,69.33,Fully Paid,2026-04-27 18:00:00
5900,36 months,15.16,203.54,C,7 years,OWN,54638.0,Verified,debt_consolidation,18.6,0,691,91.57,Fully Paid,2026-03-12 16:00:00
7700,60 months,10.03,154.4,A,10+ years,RENT,27412.0,Source Verified,credit_card,14.28,0,741,62.63,Fully Paid,2026-04-08 09:00:00
4900,36 months,10.58,151.48,A,10+ years,RENT,113860.0,Source Verified,debt_consolidation,6.49,1,756,86.87,Fully Paid,2026-04-24 11:00:00
26700,36 months,16.85,897.7,C,10+ years,RENT,26500.0,Verified,debt_consolidation,10.47,1,704,,Fully Paid,2026-05-02 01:00:00
11600,36 months,13.31,378.73,B,10+ years,RENT,57871.0,Verified,credit_card,11.22,0,739,62.03,Fully Paid,2026-04-12 00:00:00
14400,36 months,20.84,501.58,D,10+ years,RENT,38388.0,Verified,credit_card,24.48,1,678,103.53,Charged Off,2026-05-20 19:00:00
20000,36 months,12.55,627.19,B,8 years,MORTGAGE,28356.0,Source Verified,small_business,12.3,0,708,75.7,Fully Paid,2026-05-10 12:00:00
8800,36 months,14.7,299.48,C,3 years,RENT,43221.0,Source Verified,debt_consolidation,10.23,1,710,82.73,Charged Off,2026-03-18 06:00:00
9800,36 months,24.3,365.7,E,10+ years,MORTGAGE,25333.0,Not Verified,debt_consolidation,21.46,0,680,58.73,Fully Paid,2026-04-28 10:00:00
10500,36 months,22.47,382.08,E,1 year,MORTGAGE,129167.0,Source Verified,credit_card,15.97,0,681,27.43,Fully Paid,2026-04-29 15:00:00
15700,36 months,16.82,542.86,C,8 years,MORTGAGE,53350.0,Not Verified,debt_consolidation,17.17,0,705,36.77,Fully Paid,2026-04-02 16:00:00
15300,36 months,13.62,490.96,B,5 years,RENT,52583.0,Verified,debt_consolidation,10.93,0,712,100.13,Fully Paid,2026-05-01 16:00:00
4900,36 months,18.39,166.02,C,6 years,OTHER,49400.0,Not Verified,debt_consolidation,12.12,0,681,70.97,Fully Paid,2026-05-16 19:00:00
21000,36 months,18.72,719.98,D,3 years,RENT,24862.0,Not Verified,debt_consolidation,17.49,1,673,57.2,Fully Paid,2026-05-05 13:00:00
6400,36 months,17.9,216.88,D,3 years,OTHER,45662.0,Verified,car,16.12,0,701,90.1,Fully Paid,2026-05-06 02:00:00
8300,36 months,16.94,281.42,C,7 years,MORTGAGE,28188.0,Not Verified,home_improvement,21.15,0,681,91.57,Fully Paid,2026-04-26 13:00:00
7400,36 months,21.98,276.82,E,10+ years,OWN,79406.0,Not Verified,debt_consolidation,29.72,0,661,88.4,Charged Off,2026-03-26 01:00:00
9600,36 months,28.58,377.04,F,10+ years,OWN,31444.0,Source Verified,credit_card,13.4,0,660,56.2,Fully Paid,2026-05-05 16:00:00
16500,36 months,17.18,573.43,C,3 years,MORTGAGE,73242.0,Not Verified,debt_consolidation,34.73,0,701,60.37,Charged Off,2026-04-05 21:00:00
8300,36 months,12.76,266.88,B,,OTHER,66500.0,Verified,credit_card,13.91,0,720,60.8,Fully Paid,2026-04-16 03:00:00
26600,60 months,15.71,621.84,C,,OWN,29156.0,Not Verified,small_business,15.26,0,688,83.1,Charged Off,2026-03-29 21:00:00
17900,60 months,20.92,468.48,E,10+ years,MORTGAGE,93656.0,Not Verified,debt_consolidation,29.85,0,649,87.0,Fully Paid,2026-03-29 10:00:00
5100,36 months,14.78,175.0,D,4 years,RENT,39558.0,Verified,debt_consolidation,31.01,0,687,48.27,Charged Off,2026-03-15 08:00:00
9000,36 months,12.73,278.84,B,< 1 year,MORTGAGE,47406.0,Verified,debt_consolidation,11.11,0,755,80.83,Fully Paid,2026-05-22 01:00:00
7000,36 months,7.71,216.81,A,< 1 year,MORTGAGE,103498.0,Source Verified,credit_card,26.27,1,730,28.27,Charged Off,2026-03-14 14:00:00
11200,36 months,29.82,471.3,G,< 1 year,RENT,36817.0,Verified,credit_card,19.01,1,659,60.57,Fully Paid,2026-03-15 17:00:00
6500,36 months,16.65,213.26,C,10+ years,RENT,82865.0,Not Verified,home_improvement,21.93,0,713,90.73,Fully Paid,2026-05-19 21:00:00
8100,36 months,22.48,298.88,E,8 years,RENT,55650.0,Verified,debt_consolidation,10.92,0,684,56.8,Fully Paid,2026-04-13 06:00:00
11500,36 months,10.67,361.27,A,< 1 year,RENT,160533.0,Not Verified,debt_consolidation,20.08,1,742,72.93,Fully Paid,2026-04-08 05:00:00
14600,60 months,13.85,309.13,C,10+ years,RENT,37917.0,Not Verified,other,30.81,0,734,61.23,Charged Off,2026-05-01 10:00:00
9500,36 months,17.45,331.42,D,10+ years,OWN,39417.0,Not Verified,credit_card,12.09,1,681,21.37,Fully Paid,2026-04-02 19:00:00
5300,36 months,18.47,191.53,E,4 years,MORTGAGE,33879.0,Verified,credit_card,7.42,1,680,44.67,Fully Paid,2026-03-09 13:00:00
11300,36 months,23.54,417.3,F,5 years,MORTGAGE,48667.0,Verified,credit_card,12.73,0,671,59.83,Fully Paid,2026-04-30 22:00:00
11500,60 months,20.71,302.83,E,< 1 year,RENT,63633.0,Verified,debt_consolidation,18.99,1,662,61.43,Charged Off,2026-03-17 05:00:00
23600,36 months,11.43,744.23,A,2 years,MORTGAGE,61250.0,Verified,home_improvement,7.81,0,751,58.7,Fully Paid,2026-04-16 12:00:00
29400,60 months,20.05,692.5,D,6 years,MORTGAGE,131812.0,Verified,credit_card,11.72,0,718,57.73,Fully Paid,2026-05-22 00:00:00
14600,36 months,19.73,500.63,D,1 year,RENT,92577.0,Source Verified,debt_consolidation,27.87,0,714,82.73,Fully Paid,2026-05-22 10:00:00
25900,36 months,7.68,784.18,B,9 years,OWN,40517.0,Verified,debt_consolidation,22.47,0,750,22.57,Fully Paid,2026-04-01 21:00:00
30700,36 months,18.64,1051.34,D,2 years,RENT,87750.0,Not Verified,debt_consolidation,20.94,1,691,39.4,Fully Paid,2026-05-06 20:00:00
24900,36 months,18.44,862.44,C,10+ years,MORTGAGE,36046.0,Not Verified,debt_consolidation,17.42,0,691,59.57,Charged Off,2026-04-24 18:00:00
16200,36 months,14.17,535.52,B,2 years,OWN,17827.0,Source Verified,debt_consolidation,25.92,1,723,73.43,Fully Paid,2026-04-11 05:00:00
6700,60 months,18.0,168.32,E,2 years,MORTGAGE,64331.0,Not Verified,credit_card,6.53,0,678,15.37,Fully Paid,2026-03-14 15:00:00
6300,36 months,9.26,195.28,A,7 years,MORTGAGE,45375.0,Source Verified,home_improvement,17.73,1,768,34.67,Fully Paid,2026-04-01 08:00:00
14300,36 months,18.62,496.55,D,10+ years,RENT,84819.0,Not Verified,debt_consolidation,29.67,2,671,37.97,Fully Paid,2026-04-22 23:00:00
6900,36 months,16.24,225.05,B,4 years,OWN,35227.0,Verified,credit_card,10.32,1,706,97.53,Fully Paid,2026-05-20 07:00:00
17600,36 months,16.88,626.44,D,10+ years,RENT,172300.0,Source Verified,debt_consolidation,18.38,0,673,63.4,Fully Paid,2026-03-05 16:00:00
9300,36 months,21.2,332.5,D,9 years,MORTGAGE,57000.0,Verified,debt_consolidation,7.97,0,676,63.13,Fully Paid,2026-04-27 21:00:00
13300,36 months,23.86,486.58,E,10+ years,MORTGAGE,20900.0,Not Verified,credit_card,10.35,1,681,52.97,Fully Paid,2026-05-14 00:00:00
10000,36 months,21.32,350.68,C,1 year,RENT,113929.0,Source Verified,credit_card,9.07,0,702,93.83,Fully Paid,2026-05-19 07:00:00
39700,60 months,10.98,814.12,A,2 years,OWN,49898.0,Not Verified,debt_consolidation,31.79,0,758,63.83,Fully Paid,2026-04-09 17:00:00
23800,60 months,7.87,475.43,A,1 year,RENT,67367.0,Verified,credit_card,16.51,0,739,57.67,Fully Paid,2026-03-14 22:00:00
14200,36 months,14.07,475.52,C,10+ years,RENT,87469.0,Not Verified,debt_consolidation,40.56,2,704,81.6,Charged Off,2026-03-29 21:00:00
9700,60 months,16.93,215.43,B,2 years,MORTGAGE,37842.0,Not Verified,credit_card,15.09,1,727,86.07,Fully Paid,2026-05-14 02:00:00
5300,36 months,21.03,186.41,E,8 years,MORTGAGE,31033.0,Verified,debt_consolidation,13.21,0,683,49.47,Fully Paid,2026-05-11 09:00:00
12200,36 months,17.17,415.01,C,10+ years,MORTGAGE,107198.0,Source Verified,debt_consolidation,37.08,1,692,60.87,Charged Off,2026-04-21 14:00:00
3600,36 months,17.34,128.06,D,5 years,OWN,89692.0,Source Verified,debt_consolidation,9.2,1,674,85.57,Fully Paid,2026-03-09 17:00:00
27500,36 months,11.17,896.02,B,10+ years,RENT,23990.0,Verified,debt_consolidation,9.07,0,710,57.77,Fully Paid,2026-03-14 07:00:00
9400,36 months,15.21,315.41,C,9 years,RENT,73279.0,Not Verified,credit_card,32.55,0,704,89.43,Fully Paid,2026-04-12 21:00:00
12400,60 months,18.52,295.13,D,10+ years,RENT,70383.0,Verified,debt_consolidation,7.21,0,700,80.27,Fully Paid,2026-04-23 21:00:00
14500,36 months,9.0,461.1,B,1 year,RENT,82100.0,Verified,debt_consolidation,17.16,1,716,67.3,Fully Paid,2026-03-03 05:00:00
13000,36 months,21.91,469.39,E,3 years,RENT,39000.0,Verified,debt_consolidation,18.21,0,694,45.23,Fully Paid,2026-04-27 03:00:00
12600,36 months,11.52,397.87,A,3 years,MORTGAGE,49350.0,Verified,debt_consolidation,16.4,0,742,47.9,Fully Paid,2026-04-19 19:00:00
8400,36 months,13.73,285.99,C,6 years,OWN,44800.0,Verified,credit_card,10.85,0,695,39.1,Fully Paid,2026-03-04 05:00:00
8200,36 months,12.2,271.18,B,10+ years,OWN,109960.0,Not Verified,credit_card,10.83,0,705,30.67,Fully Paid,2026-03-09 18:00:00
10000,36 months,12.49,322.62,B,10+ years,MORTGAGE,100512.0,Not Verified,small_business,13.04,0,718,66.53,Fully Paid,2026-04-07 05:00:00
13900,36 months,14.0,448.51,C,10+ years,RENT,123250.0,Not Verified,credit_card,14.46,1,705,46.33,Fully Paid,2026-04-28 18:00:00
7900,60 months,17.92,181.45,D,10+ years,RENT,60369.0,Source Verified,debt_consolidation,21.45,1,717,47.7,Fully Paid,2026-05-08 14:00:00
20900,60 months,15.09,471.16,B,6 years,MORTGAGE,79729.0,Verified,debt_consolidation,19.19,1,720,68.43,Fully Paid,2026-04-12 05:00:00
15100,36 months,20.54,553.81,E,< 1 year,RENT,157219.0,Source Verified,debt_consolidation,43.32,0,658,44.1,Fully Paid,2026-03-24 22:00:00
11700,60 months,18.76,267.77,C,10+ years,MORTGAGE,19502.0,Source Verified,major_purchase,18.78,0,707,108.83,Fully Paid,2026-05-22 19:00:00
12300,36 months,13.27,401.35,B,6 years,OWN,86090.0,Verified,debt_consolidation,11.96,1,731,76.33,Fully Paid,2026-04-06 10:00:00
11600,36 months,11.52,374.41,B,< 1 year,MORTGAGE,17531.0,Verified,debt_consolidation,7.85,0,716,40.9,Fully Paid,2026-03-23 01:00:00
12400,36 months,10.48,388.46,A,,MORTGAGE,81073.0,Verified,debt_consolidation,20.75,0,740,80.33,Fully Paid,2026-04-06 09:00:00
1900,36 months,11.06,62.26,B,7 years,MORTGAGE,52900.0,Not Verified,debt_consolidation,12.32,0,722,57.9,Fully Paid,2026-03-08 11:00:00
8300,36 months,10.38,263.47,A,10+ years,MORTGAGE,38156.0,Source Verified,credit_card,26.82,1,742,33.6,Fully Paid,2026-03-27 01:00:00
20000,60 months,8.89,385.63,A,7 years,RENT,57225.0,Verified,debt_consolidation,20.9,0,751,61.4,Fully Paid,2026-04-18 15:00:00
17500,36 months,15.34,563.36,C,10+ years,MORTGAGE,59431.0,Source Verified,major_purchase,21.16,0,705,97.43,Charged Off,2026-05-18 03:00:00
16800,60 months,18.55,395.71,E,7 years,MORTGAGE,34667.0,Source Verified,car,11.92,0,656,88.93,Charged Off,2026-04-27 03:00:00
9900,36 months,13.02,312.61,C,9 years,MORTGAGE,17712.0,Source Verified,credit_card,16.53,0,717,93.0,Charged Off,2026-05-09 22:00:00
15000,36 months,15.63,502.74,C,3 years,RENT,103775.0,Source Verified,credit_card,25.99,0,687,77.7,Charged Off,2026-04-13 17:00:00
13000,60 months,25.54,381.87,F,10+ years,RENT,37796.0,Source Verified,debt_consolidation,34.16,1,667,36.07,Fully Paid,2026-03-10 02:00:00
40000,36 months,17.2,1390.53,D,4 years,MORTGAGE,31258.0,Verified,debt_consolidation,14.22,0,667,17.57,Fully Paid,2026-04-02 15:00:00
14000,60 months,15.16,295.12,B,2 years,OWN,58969.0,Verified,debt_consolidation,13.99,0,729,62.03,Fully Paid,2026-05-22 05:00:00
20700,36 months,13.6,703.46,C,10+ years,MORTGAGE,41500.0,Not Verified,debt_consolidation,10.31,1,705,54.1,Fully Paid,2026-03-03 14:00:00
10400,36 months,19.39,357.42,D,10+ years,RENT,45758.0,Not Verified,major_purchase,17.25,0,697,91.87,Charged Off,2026-05-14 02:00:00
17300,36 months,12.76,548.21,B,4 years,MORTGAGE,29750.0,Not Verified,debt_consolidation,20.46,0,721,62.93,Fully Paid,2026-05-01 17:00:00
12000,36 months,13.49,398.51,C,10+ years,RENT,83906.0,Not Verified,debt_consolidation,9.52,1,714,53.0,Charged Off,2026-03-26 02:00:00
7600,36 months,22.5,274.76,D,10+ years,MORTGAGE,26731.0,Not Verified,credit_card,17.33,2,680,72.8,Fully Paid,2026-05-06 16:00:00
12200,36 months,16.47,402.13,C,10+ years,MORTGAGE,68321.0,Source Verified,debt_consolidation,21.96,0,722,19.27,Fully Paid,2026-05-11 12:00:00
40000,60 months,14.29,936.75,C,10+ years,MORTGAGE,214900.0,Verified,credit_card,17.23,0,721,,Charged Off,2026-03-05 03:00:00
10900,60 months,13.53,248.18,C,9 years,MORTGAGE,105260.0,Verified,debt_consolidation,14.24,0,706,60.27,Fully Paid,2026-03-14 14:00:00
4100,60 months,14.24,88.61,B,1 year,MORTGAGE,29810.0,Verified,debt_consolidation,10.49,1,707,89.47,Fully Paid,2026-04-24 09:00:00
6800,36 months,30.14,269.07,F,8 years,RENT,90573.0,Not Verified,home_improvement,10.66,0,667,103.23,Charged Off,2026-05-24 06:00:00
13700,36 months,17.3,490.49,D,10+ years,OWN,32900.0,Source Verified,debt_consolidation,15.57,0,675,37.8,Fully Paid,2026-03-02 21:00:00
38800,36 months,10.62,1200.16,A,7 years,MORTGAGE,67565.0,Not Verified,credit_card,8.84,0,737,43.27,Fully Paid,2026-04-20 01:00:00
11900,36 months,10.81,385.71,B,6 years,RENT,85971.0,Verified,debt_consolidation,26.73,0,719,48.67,Fully Paid,2026-03-12 20:00:00
13900,36 months,20.9,498.34,E,7 years,OWN,54581.0,Not Verified,debt_consolidation,5.81,0,684,86.87,Charged Off,2026-04-21 06:00:00
6500,36 months,15.08,214.59,B,3 years,RENT,44502.0,Source Verified,small_business,24.75,0,713,52.47,Fully Paid,2026-04-24 03:00:00
22200,36 months,5.93,669.65,A,10+ years,RENT,95469.0,Not Verified,debt_consolidation,17.6,0,744,59.87,Fully Paid,2026-03-15 07:00:00
11500,36 months,17.48,390.14,D,8 years,RENT,133833.0,Not Verified,credit_card,17.85,0,709,86.43,Fully Paid,2026-04-29 08:00:00
29300,36 months,12.48,911.14,B,10+ years,RENT,32300.0,Not Verified,credit_card,7.48,1,735,74.97,Fully Paid,2026-05-14 20:00:00
21400,36 months,20.34,745.41,C,10+ years,MORTGAGE,104975.0,Verified,debt_consolidation,12.48,0,704,47.77,Fully Paid,2026-05-15 18:00:00
13000,36 months,14.0,444.31,C,3 years,MORTGAGE,54200.0,Verified,medical,18.14,1,703,67.9,Charged Off,2026-03-03 01:00:00
10900,36 months,14.58,370.32,C,7 years,RENT,29325.0,Not Verified,debt_consolidation,26.81,0,725,59.83,Fully Paid,2026-03-22 06:00:00
18000,36 months,29.6,750.39,G,9 years,MORTGAGE,71588.0,Source Verified,debt_consolidation,12.77,0,655,78.53,Charged Off,2026-03-17 10:00:00
6500,36 months,19.76,232.58,D,< 1 year,RENT,60200.0,Verified,debt_consolidation,15.05,0,676,21.53,Fully Paid,2026-04-11 15:00:00
12200,60 months,13.1,275.1,C,1 year,RENT,89104.0,Verified,debt_consolidation,16.78,0,699,45.27,Fully Paid,2026-03-13 14:00:00
10600,36 months,17.33,353.74,C,3 years,MORTGAGE,108142.0,Source Verified,credit_card,4.1,0,722,30.97,Fully Paid,2026-05-11 23:00:00
11200,36 months,11.51,345.87,A,2 years,OWN,149094.0,Source Verified,home_improvement,13.53,0,741,73.6,Fully Paid,2026-05-09 01:00:00
17900,60 months,27.16,501.12,E,9 years,RENT,46231.0,Verified,debt_consolidation,24.01,0,668,84.4,Fully Paid,2026-05-05 09:00:00
12400,36 months,15.89,429.18,D,2 years,MORTGAGE,72258.0,Verified,debt_consolidation,14.02,0,708,55.33,Fully Paid,2026-03-20 04:00:00
7000,60 months,14.15,163.42,C,10+ years,RENT,24800.0,Source Verified,debt_consolidation,14.3,1,707,47.9,Fully Paid,2026-03-08 17:00:00
16300,36 months,15.09,526.64,C,7 years,RENT,76000.0,Not Verified,small_business,14.83,0,710,53.47,Fully Paid,2026-05-17 16:00:00
17800,36 months,12.63,583.85,B,2 years,OTHER,166031.0,Verified,debt_consolidation,15.7,0,713,86.6,Fully Paid,2026-03-29 02:00:00
25500,36 months,10.77,790.52,A,6 years,RENT,80804.0,Not Verified,debt_consolidation,25.42,0,742,67.57,Fully Paid,2026-04-23 11:00:00
10800,36 months,22.01,385.1,D,2 years,MORTGAGE,80196.0,Source Verified,other,5.92,1,671,87.47,Fully Paid,2026-05-14 22:00:00
12800,60 months,15.42,307.34,C,5 years,MORTGAGE,59400.0,Source Verified,debt_consolidation,23.98,0,701,40.5,Fully Paid,2026-03-04 02:00:00
9500,36 months,21.76,361.63,E,3 years,MORTGAGE,35800.0,Verified,debt_consolidation,16.16,1,648,50.9,Fully Paid,2026-03-08 10:00:00
13200,60 months,22.11,365.4,E,6 years,MORTGAGE,144300.0,Source Verified,small_business,11.69,0,675,79.7,Charged Off,2026-03-05 08:00:00
12200,60 months,17.23,301.43,D,1 year,OWN,65408.0,Not Verified,debt_consolidation,33.63,0,673,36.87,Charged Off,2026-03-14 09:00:00
10100,36 months,16.97,359.94,D,5 years,MORTGAGE,65200.0,Source Verified,credit_card,12.1,0,683,80.0,Charged Off,2026-03-04 12:00:00
9000,36 months,18.43,307.29,D,9 years,MORTGAGE,51350.0,Source Verified,debt_consolidation,13.34,1,702,48.3,Fully Paid,2026-05-09 04:00:00
9700,36 months,20.55,346.07,E,10+ years,OWN,28956.0,Source Verified,debt_consolidation,9.42,1,692,52.37,Fully Paid,2026-04-21 13:00:00
12500,36 months,24.1,455.68,F,10+ years,RENT,44940.0,Not Verified,debt_consolidation,7.14,1,680,83.13,Fully Paid,2026-05-23 03:00:00
30500,36 months,11.14,936.74,B,10+ years,RENT,122769.0,Not Verified,credit_card,24.39,0,740,21.4,Fully Paid,2026-05-04 07:00:00
11800,36 months,19.61,403.93,D,10+ years,RENT,80860.0,Not Verified,credit_card,20.93,0,717,96.33,Fully Paid,2026-05-18 17:00:00
20300,36 months,19.95,743.6,E,4 years,RENT,31529.0,Not Verified,major_purchase,13.98,1,679,48.83,Fully Paid,2026-03-18 11:00:00
11200,36 months,12.75,368.0,B,4 years,MORTGAGE,62625.0,Not Verified,debt_consolidation,16.68,1,722,40.4,Fully Paid,2026-03-26 08:00:00
10200,60 months,23.11,259.62,E,10+ years,RENT,82096.0,Source Verified,debt_consolidation,17.08,2,661,58.57,Fully Paid,2026-05-15 23:00:00
14200,36 months,10.89,457.46,B,10+ years,MORTGAGE,123338.0,Not Verified,debt_consolidation,25.19,1,724,41.33,Fully Paid,2026-03-18 12:00:00
34500,36 months,24.24,1357.88,F,< 1 year,MORTGAGE,43100.0,Not Verified,debt_consolidation,23.72,0,671,33.3,Fully Paid,2026-03-02 03:00:00
14000,60 months,17.94,325.32,C,7 years,RENT,51000.0,Verified,debt_consolidation,8.43,0,706,79.43,Fully Paid,2026-04-29 06:00:00
7500,60 months,15.93,164.68,C,10+ years,RENT,38269.0,Source Verified,other,27.06,1,729,51.7,Fully Paid,2026-05-07 01:00:00
